user_id,session_number,session_start_date,unix_timestamp,campaign_id,domain,entry,referral,pageviews,transactions
4964f380-cbf4-4441-ad98-186b52879e98,4,9/14/16 10:10,1473842112,346,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
4964f380-cbf4-4441-ad98-186b52879e98,5,9/17/16 02:02,1474070913,605,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,10,0
4964f380-cbf4-4441-ad98-186b52879e98,6,9/20/16 04:04,1474337099,24,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,11,0
4964f380-cbf4-4441-ad98-186b52879e98,7,9/22/16 04:04,1474511698,821,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
4964f380-cbf4-4441-ad98-186b52879e98,8,9/24/16 08:08,1474698236,226,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
4964f380-cbf4-4441-ad98-186b52879e98,9,9/26/16 19:07,1474910892,943,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,11,0
3535f12d-9da2-4469-bba9-b98bbeabb0dd,1,9/4/16 20:08,1473014635,657,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,3,0
3535f12d-9da2-4469-bba9-b98bbeabb0dd,2,9/7/16 07:07,1473227071,547,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,7,0
3535f12d-9da2-4469-bba9-b98bbeabb0dd,3,9/10/16 08:08,1473487561,962,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,12,0
3535f12d-9da2-4469-bba9-b98bbeabb0dd,4,9/11/16 18:06,1473612670,573,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,3,0
3535f12d-9da2-4469-bba9-b98bbeabb0dd,5,9/14/16 11:11,1473843868,204,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
3535f12d-9da2-4469-bba9-b98bbeabb0dd,6,9/17/16 11:11,1474106071,360,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
01e02b80-f54c-4ba6-a4d3-0454183e5d35,1,9/2/16 07:07,1472794064,956,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,14,0
01e02b80-f54c-4ba6-a4d3-0454183e5d35,2,9/4/16 22:10,1473021538,511,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
01e02b80-f54c-4ba6-a4d3-0454183e5d35,3,9/8/16 06:06,1473308946,725,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
01e02b80-f54c-4ba6-a4d3-0454183e5d35,4,9/11/16 08:08,1473576204,274,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,12,0
01e02b80-f54c-4ba6-a4d3-0454183e5d35,5,9/14/16 02:02,1473811443,302,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,11,0
01e02b80-f54c-4ba6-a4d3-0454183e5d35,6,9/16/16 14:02,1474028690,619,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,10,0
01e02b80-f54c-4ba6-a4d3-0454183e5d35,7,9/18/16 16:04,1474207443,711,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
bb44c93c-4192-4b5b-b82a-f571e9957891,1,9/4/16 13:01,1472988347,613,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,3,0
bb44c93c-4192-4b5b-b82a-f571e9957891,2,9/5/16 16:04,1473085010,383,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,7,0
bb44c93c-4192-4b5b-b82a-f571e9957891,3,9/9/16 01:01,1473377077,977,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,8,0
bb44c93c-4192-4b5b-b82a-f571e9957891,4,9/10/16 13:01,1473505361,333,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,6,0
bb44c93c-4192-4b5b-b82a-f571e9957891,5,9/13/16 20:08,1473790399,318,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,12,0
bb44c93c-4192-4b5b-b82a-f571e9957891,6,9/17/16 03:03,1474075794,519,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
bb44c93c-4192-4b5b-b82a-f571e9957891,7,9/20/16 19:07,1474391580,376,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,26,0
b613c091-da43-42bc-92c6-78a8855f29d8,1,9/3/16 10:10,1472889702,726,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,3,0
b613c091-da43-42bc-92c6-78a8855f29d8,2,9/5/16 13:01,1473073981,153,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,21,0
b613c091-da43-42bc-92c6-78a8855f29d8,3,9/8/16 04:04,1473300012,276,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,9,0
b613c091-da43-42bc-92c6-78a8855f29d8,4,9/10/16 00:12,1473459562,529,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
b613c091-da43-42bc-92c6-78a8855f29d8,5,9/12/16 02:02,1473640189,451,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
b613c091-da43-42bc-92c6-78a8855f29d8,6,9/14/16 00:12,1473806325,570,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,10,0
b613c091-da43-42bc-92c6-78a8855f29d8,7,9/15/16 19:07,1473959921,389,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
b613c091-da43-42bc-92c6-78a8855f29d8,8,9/19/16 16:04,1474295936,988,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
421c1fe4-6d9c-43cc-a664-3ace0b415d71,1,9/4/16 22:10,1473022230,228,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,15,0
421c1fe4-6d9c-43cc-a664-3ace0b415d71,2,9/8/16 07:07,1473312205,307,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
421c1fe4-6d9c-43cc-a664-3ace0b415d71,3,9/10/16 06:06,1473483221,417,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
421c1fe4-6d9c-43cc-a664-3ace0b415d71,4,9/13/16 01:01,1473722587,177,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,13,0
421c1fe4-6d9c-43cc-a664-3ace0b415d71,5,9/16/16 10:10,1474013081,555,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,15,0
1408cd6e-be10-4400-91f7-028b09020080,1,9/3/16 00:12,1472853965,721,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
1408cd6e-be10-4400-91f7-028b09020080,2,9/4/16 17:05,1473003425,829,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
0173ecdd-ab58-448d-b31b-e220a5bfeeb4,1,9/4/16 07:07,1472967916,153,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,8,0
0173ecdd-ab58-448d-b31b-e220a5bfeeb4,2,9/7/16 15:03,1473254154,473,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,5,0
0173ecdd-ab58-448d-b31b-e220a5bfeeb4,3,9/8/16 18:06,1473351179,7,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,3,0
0173ecdd-ab58-448d-b31b-e220a5bfeeb4,4,9/10/16 08:08,1473488845,309,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,3,0
0173ecdd-ab58-448d-b31b-e220a5bfeeb4,5,9/14/16 04:04,1473820484,580,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,6,0
0173ecdd-ab58-448d-b31b-e220a5bfeeb4,6,9/15/16 22:10,1473971463,137,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,5,0
0173ecdd-ab58-448d-b31b-e220a5bfeeb4,7,9/18/16 01:01,1474154586,626,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,9,0
0173ecdd-ab58-448d-b31b-e220a5bfeeb4,8,9/20/16 08:08,1474354766,487,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,6,0
783515da-795c-413c-b913-86747ac6c035,1,9/3/16 13:01,1472903834,616,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,3,0
783515da-795c-413c-b913-86747ac6c035,2,9/7/16 12:12,1473245375,293,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
783515da-795c-413c-b913-86747ac6c035,3,9/8/16 22:10,1473366305,725,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
783515da-795c-413c-b913-86747ac6c035,4,9/10/16 01:01,1473465269,304,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
d99d5e55-2d7e-4444-a081-05da3d3fea1a,1,9/2/16 14:02,1472820506,958,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,8,0
d99d5e55-2d7e-4444-a081-05da3d3fea1a,2,9/3/16 22:10,1472933625,847,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,3,0
d99d5e55-2d7e-4444-a081-05da3d3fea1a,3,9/7/16 05:05,1473220104,891,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,9,0
d99d5e55-2d7e-4444-a081-05da3d3fea1a,4,9/8/16 16:04,1473346414,628,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
d99d5e55-2d7e-4444-a081-05da3d3fea1a,5,9/10/16 20:08,1473532039,8,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
d99d5e55-2d7e-4444-a081-05da3d3fea1a,6,9/13/16 10:10,1473756772,648,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
d99d5e55-2d7e-4444-a081-05da3d3fea1a,7,9/17/16 11:11,1474104211,366,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
d99d5e55-2d7e-4444-a081-05da3d3fea1a,8,9/19/16 22:10,1474317431,373,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,11,0
d99d5e55-2d7e-4444-a081-05da3d3fea1a,9,9/23/16 00:12,1474584045,797,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,3,0
34f47477-9672-4746-bf36-fc6f22c31ef6,1,9/3/16 12:12,1472899656,239,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
e012affb-5650-485a-aa0f-02e10574eda5,1,9/2/16 02:02,1472775315,146,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
e012affb-5650-485a-aa0f-02e10574eda5,2,9/3/16 08:08,1472883769,740,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
e012affb-5650-485a-aa0f-02e10574eda5,3,9/5/16 08:08,1473056821,765,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,6,0
e012affb-5650-485a-aa0f-02e10574eda5,4,9/6/16 21:09,1473191563,71,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,16,0
e012affb-5650-485a-aa0f-02e10574eda5,5,9/8/16 21:09,1473364436,476,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,5,0
e012affb-5650-485a-aa0f-02e10574eda5,6,9/11/16 13:01,1473593030,820,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
e012affb-5650-485a-aa0f-02e10574eda5,7,9/12/16 17:05,1473695002,418,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
e012affb-5650-485a-aa0f-02e10574eda5,8,9/14/16 16:04,1473862989,852,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
45a90a22-2b40-449b-8f8e-5697a2c30769,1,9/4/16 04:04,1472956278,776,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
45a90a22-2b40-449b-8f8e-5697a2c30769,2,9/5/16 18:06,1473091889,489,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,5,0
45a90a22-2b40-449b-8f8e-5697a2c30769,3,9/7/16 14:02,1473252518,143,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
45a90a22-2b40-449b-8f8e-5697a2c30769,4,9/11/16 06:06,1473567793,508,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
45a90a22-2b40-449b-8f8e-5697a2c30769,5,9/13/16 03:03,1473729290,935,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,10,0
45a90a22-2b40-449b-8f8e-5697a2c30769,6,9/17/16 02:02,1474071779,122,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
45a90a22-2b40-449b-8f8e-5697a2c30769,7,9/20/16 19:07,1474394345,123,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,5,0
45a90a22-2b40-449b-8f8e-5697a2c30769,8,9/21/16 21:09,1474486863,152,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
74f0b680-a028-4d42-932e-70d6750682f5,1,9/4/16 10:10,1472977984,456,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
74f0b680-a028-4d42-932e-70d6750682f5,2,9/5/16 18:06,1473093991,178,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
74f0b680-a028-4d42-932e-70d6750682f5,3,9/9/16 04:04,1473386574,262,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,7,0
74f0b680-a028-4d42-932e-70d6750682f5,4,9/10/16 05:05,1473477583,13,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,7,0
74f0b680-a028-4d42-932e-70d6750682f5,5,9/12/16 19:07,1473701437,117,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
6bc4ac55-0607-4271-b569-02d54cea7202,1,9/2/16 09:09,1472801169,882,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
6bc4ac55-0607-4271-b569-02d54cea7202,2,9/6/16 08:08,1473145142,977,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,8,0
6bc4ac55-0607-4271-b569-02d54cea7202,3,9/8/16 00:12,1473286050,145,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,11,0
6bc4ac55-0607-4271-b569-02d54cea7202,4,9/9/16 19:07,1473440991,17,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,14,0
6bc4ac55-0607-4271-b569-02d54cea7202,5,9/13/16 13:01,1473766196,734,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
30c79c2a-e482-471b-8837-6bb8ed08f657,1,9/4/16 19:07,1473011975,850,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,6,0
30c79c2a-e482-471b-8837-6bb8ed08f657,2,9/7/16 02:02,1473208165,667,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
30c79c2a-e482-471b-8837-6bb8ed08f657,3,9/8/16 10:10,1473322628,104,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,5,0
30c79c2a-e482-471b-8837-6bb8ed08f657,4,9/9/16 22:10,1473451859,547,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
30c79c2a-e482-471b-8837-6bb8ed08f657,5,9/11/16 02:02,1473553099,836,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,9,0
30c79c2a-e482-471b-8837-6bb8ed08f657,6,9/13/16 20:08,1473791970,131,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,10,0
30c79c2a-e482-471b-8837-6bb8ed08f657,7,9/17/16 19:07,1474132346,520,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
303e39a4-8575-4b6e-a690-c18c8176445b,1,9/2/16 04:04,1472784894,643,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
303e39a4-8575-4b6e-a690-c18c8176445b,2,9/6/16 04:04,1473129249,846,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
303e39a4-8575-4b6e-a690-c18c8176445b,3,9/7/16 08:08,1473231369,347,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,14,0
303e39a4-8575-4b6e-a690-c18c8176445b,4,9/9/16 19:07,1473441251,370,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,3,0
303e39a4-8575-4b6e-a690-c18c8176445b,5,9/13/16 15:03,1473773306,856,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,11,0
303e39a4-8575-4b6e-a690-c18c8176445b,6,9/17/16 03:03,1474076758,559,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,25,0
303e39a4-8575-4b6e-a690-c18c8176445b,7,9/21/16 02:02,1474417082,501,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
303e39a4-8575-4b6e-a690-c18c8176445b,8,9/24/16 10:10,1474706661,629,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
303e39a4-8575-4b6e-a690-c18c8176445b,9,9/25/16 13:01,1474803401,30,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,5,0
990ed205-5197-47f7-92e0-cd1914109546,1,9/2/16 19:07,1472838059,606,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,7,0
990ed205-5197-47f7-92e0-cd1914109546,2,9/4/16 15:03,1472995419,232,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
990ed205-5197-47f7-92e0-cd1914109546,3,9/5/16 22:10,1473106629,671,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,10,0
990ed205-5197-47f7-92e0-cd1914109546,4,9/8/16 20:08,1473360258,420,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,7,0
990ed205-5197-47f7-92e0-cd1914109546,5,9/12/16 16:04,1473692395,147,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
990ed205-5197-47f7-92e0-cd1914109546,6,9/15/16 21:09,1473967221,408,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
e2cf7a88-ae81-4ee1-97b1-8e49acb7f9a0,1,9/4/16 12:12,1472986601,15,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
e2cf7a88-ae81-4ee1-97b1-8e49acb7f9a0,2,9/6/16 08:08,1473144850,211,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,3,0
d485129a-9fa8-4797-9c04-05081d999e36,1,9/4/16 17:05,1473004001,199,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
d485129a-9fa8-4797-9c04-05081d999e36,2,9/8/16 05:05,1473303893,959,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,10,0
d485129a-9fa8-4797-9c04-05081d999e36,3,9/9/16 23:11,1473458092,299,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,9,0
d485129a-9fa8-4797-9c04-05081d999e36,4,9/12/16 09:09,1473665254,475,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
d485129a-9fa8-4797-9c04-05081d999e36,5,9/14/16 20:08,1473879544,488,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,15,0
d485129a-9fa8-4797-9c04-05081d999e36,6,9/18/16 11:11,1474191935,315,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,7,0
d502162a-1be7-4687-8a23-56cd436eec7e,1,9/4/16 09:09,1472973409,520,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,7,0
d502162a-1be7-4687-8a23-56cd436eec7e,2,9/6/16 08:08,1473144402,161,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,9,0
d502162a-1be7-4687-8a23-56cd436eec7e,3,9/7/16 19:07,1473268141,50,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
d502162a-1be7-4687-8a23-56cd436eec7e,4,9/11/16 03:03,1473557739,954,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,7,0
d502162a-1be7-4687-8a23-56cd436eec7e,5,9/13/16 13:01,1473765747,378,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
d502162a-1be7-4687-8a23-56cd436eec7e,6,9/14/16 21:09,1473880788,69,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
d502162a-1be7-4687-8a23-56cd436eec7e,7,9/17/16 17:05,1474126980,384,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
a2d29f4c-e9c6-47d7-a65e-5c13fffaec42,1,9/4/16 19:07,1473011666,846,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,5,0
a2d29f4c-e9c6-47d7-a65e-5c13fffaec42,2,9/7/16 06:06,1473223128,173,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
a2d29f4c-e9c6-47d7-a65e-5c13fffaec42,3,9/10/16 20:08,1473530553,142,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
a2d29f4c-e9c6-47d7-a65e-5c13fffaec42,4,9/14/16 05:05,1473823886,876,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,7,0
5d5dd4f2-7d9d-4d6b-ab22-f0e6f8010e50,1,9/2/16 20:08,1472841031,242,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,1,0
5d5dd4f2-7d9d-4d6b-ab22-f0e6f8010e50,2,9/5/16 02:02,1473034732,541,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,23,0
5d5dd4f2-7d9d-4d6b-ab22-f0e6f8010e50,3,9/7/16 10:10,1473236355,588,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,8,0
5d5dd4f2-7d9d-4d6b-ab22-f0e6f8010e50,4,9/11/16 11:11,1473585072,825,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,10,0
629877e1-6543-4d49-84b5-46fdbaea91b0,1,9/3/16 08:08,1472885761,268,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,2,0
629877e1-6543-4d49-84b5-46fdbaea91b0,2,9/5/16 18:06,1473091836,502,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,9,0
629877e1-6543-4d49-84b5-46fdbaea91b0,3,9/8/16 09:09,1473319396,194,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,3,0
40cb699c-3fee-4a69-8268-d02227d9d56c,1,9/3/16 20:08,1472928359,176,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,3,0
05cb6a51-1920-432f-9120-88204fc520ac,1,9/2/16 22:10,1472849898,240,www.themarketingtechnologist.co,www.themarketingtechnologist.co,www.google.nl,4,0
